jenis_kelamin,usia,tinggi_cm,berat_kg,level_aktivitas,target_user,akg_energi_kkal,akg_protein_g,akg_lemak_total_g,akg_karbohidrat_g
Laki-laki,29,175.9,113.501549,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,161.1,100.642257,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,162.0,103.393354,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,160.3,100.209405,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,160.8,100.783434,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,187.0,121.458232,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,184.8,122.06261,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,185.3,121.737836,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,178.7,114.534678,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,178.0,113.15464,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,177.5,117.398976,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,175.7,112.200812,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.6,120.021161,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,187.3,121.82962,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,178.0,118.740035,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,184.3,121.142535,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,167.3,103.706181,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,183.1,118.424156,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,185.8,117.57457,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,177.2,114.097656,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,177.2,113.207124,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,177.6,120.589419,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,187.7,121.277832,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,180.1,119.050381,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,187.3,120.898397,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,178.1,112.957922,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.2,115.531622,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,176.7,114.133149,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,181.5,120.399758,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,181.2,118.277657,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,186.4,120.202596,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,191.1,129.935666,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.5,114.330023,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,178.7,115.428276,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,175.6,112.287678,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,161.8,100.941357,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,170.1,104.578255,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,165.9,104.548794,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,162.2,99.982541,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,179.6,120.901591,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,187.5,121.244969,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,184.3,120.420406,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,181.8,120.8158,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,178.5,112.740797,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,177.3,115.828167,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,177.3,115.089316,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,178.5,88.03748,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,182.0,118.332689,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,190.9,129.874864,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,177.2,114.906095,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.4,113.234349,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,178.7,115.025361,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,160.3,99.605527,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,160.8,100.618239,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,185.0,122.609911,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,185.0,122.119682,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,184.0,120.431551,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,182.6,121.236915,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,179.6,120.988454,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,183.0,120.980508,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,179.3,116.157766,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,178.5,113.714521,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,162.3,97.582959,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,29,175.8,112.395309,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,161.1,103.175516,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,176.7,113.235538,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,182.8,120.872294,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,179.0,137.767787,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.3,104.988925,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.2,104.899348,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.4,102.781971,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.0,102.38745,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,176.3,133.952675,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,175.7,133.365094,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.9,104.928643,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,104.808542,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,111.818345,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.2,111.886611,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,175.3,133.852432,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,180.7,155.872093,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,181.3,138.730619,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.8,133.573787,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.3,135.524857,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,110.824698,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.2,110.676343,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,169.1,129.769141,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,166.9,124.704781,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.9,104.754958,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,167.0,104.585783,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.8,111.208963,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,178.7,151.975864,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.4,111.942544,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,111.600553,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,105.037463,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,167.5,112.879662,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,169.5,112.776612,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,174.9,133.94608,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.1,132.57927,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,175.1,149.291106,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.7,144.302261,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,174.7,129.363771,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,163.5,113.277388,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,169.1,114.480696,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.3,132.904884,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.6,132.145549,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.7,111.993054,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,109.980145,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.9,110.970479,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,110.008636,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,171.4,131.866734,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,175.4,133.783955,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,170.8,121.864326,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,166.6,124.805868,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.6,110.21734,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.5,110.92217,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.5,104.821175,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.9,104.839068,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.1,105.423532,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.1,111.267334,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,26,188.5,121.065052,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,26,160.7,103.026858,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,173.7,132.527011,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,182.0,120.775439,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,187.3,121.471077,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,185.3,121.310257,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,179.0,118.436166,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,177.5,119.081804,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,184.6,121.248035,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,183.0,121.04172,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,169.0,103.180918,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,160.4,101.038263,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,183.7,118.377601,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,180.3,118.332966,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,178.9,117.849351,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,179.9,117.93329,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,177.2,114.004832,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,177.2,114.067936,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.2,112.835195,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.4,113.069667,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,179.5,120.919703,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,178.4,120.921535,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,186.5,121.527369,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,186.0,121.284533,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,181.3,119.841446,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,180.6,120.423567,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,181.6,120.337664,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,161.4,100.245302,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,160.9,100.078367,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,165.7,105.580491,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,173.6,130.927138,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,107.482662,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.5,104.758713,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,111.868169,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.2,111.946655,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,171.9,114.511537,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.7,133.800129,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.0,152.094362,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.8,127.902844,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,166.5,114.465425,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.9,131.529267,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,158.1,102.003378,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,158.4,110.545378,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,169.5,133.76473,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,165.6,121.205171,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,167.8,109.900472,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,167.9,104.954834,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.1,105.448264,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.6,111.93301,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,158.5,105.055597,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.1,102.093223,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,27,169.2,102.59518,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,166.1,104.321463,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,164.5,101.067988,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,26,162.3,109.959714,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,27,179.3,118.165082,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,173.9,133.472641,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,160.0,56.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,163.3,45.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,159.8,44.918255,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,159.6,44.594588,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,155.6,42.3601,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,159.2,44.00945,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,159.9,42.993937,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,158.8,44.236067,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,172.2,51.881263,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,166.8,49.803921,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,170.4,51.437985,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,176.7,56.265959,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,165.0,53.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,175.6,54.98234,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,168.0,70.0,tidak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,160.0,63.0,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,153.0,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,171.0,75.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,19,156.0,42.12617,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,160.6,44.661461,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,154.7,42.069992,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,159.9,44.810751,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,160.0,78.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,175.0,100.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,180.0,70.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,22,169.0,65.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,22,171.3,51.710723,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,178.7,58.585146,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,180.0,114.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,163.0,51.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,24,150.0,63.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,180.0,62.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,185.1,61.264785,aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,186.9,61.411141,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,173.2,50.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.7,50.479039,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,168.9,51.107925,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,152.3,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,155.9,41.952805,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,156.7,41.706283,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,153.4,41.669346,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,150.0,42.3,sangat_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,171.0,50.079991,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,158.5,44.376637,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,159.4,44.050251,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,167.2,49.980968,agak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,154.0,56.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,190.0,91.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,175.3,54.997374,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,19,152.1,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,163.0,66.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,180.0,60.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,153.8,42.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,153.8,42.0,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,160.2,45.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,160.4,45.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,155.5,44.188767,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,176.8,56.307019,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,20,153.0,40.343463,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,153.1,39.371523,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,160.0,45.0,aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,155.7,39.695295,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,189.0,87.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,20,160.0,50.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,154.0,42.006282,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,171.4,50.0,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,160.0,68.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,175.0,78.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,175.2,55.967655,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,23,172.0,82.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,172.0,66.5,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,174.0,53.65727,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,20,165.3,49.026214,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,21,168.7,51.256059,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,20,186.9,63.199726,sangat_aktif,Tambah_BB,2650.0,65.0,75.0,430.0
Perempuan,21,172.6,49.815599,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,22,161.0,63.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,20,153.4,41.96525,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,23,163.0,82.0,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,154.9,41.557468,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,183.0,121.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,162.0,58.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,19,156.8,41.934368,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,154.4,41.535047,tidak_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,167.1,49.804245,sangat_aktif,Tambah_BB,2250.0,60.0,65.0,360.0
Perempuan,19,151.0,59.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,26,175.0,80.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,183.0,85.0,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,178.0,68.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,160.0,83.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,24,169.8,75.0,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,19,180.0,85.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,175.0,74.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,19,175.2,80.0,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,169.6,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,185.5,86.413388,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.0,69.0,sangat_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,23,166.0,60.0,agak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Perempuan,23,163.0,83.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,19,185.6,88.965521,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,161.7,68.869791,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,169.7,75.5771,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,22,161.4,68.126955,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,181.4,85.637789,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,160.5,68.226511,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,175.0,70.0,agak_aktif,Jaga_BB,2650.0,65.0,75.0,430.0
Perempuan,29,167.5,71.602622,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,21,171.0,75.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,175.5,77.929204,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.0,66.401407,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
